method,hidden_dim,num_layers,epochs,lr,dropout,ade,fde,num_samples
gru_hidden_64_layers_1,64,1,100,0.001,0.1,0.9640204551515953,2.1394111632649913,704
gru_hidden_128_layers_1,128,1,100,0.001,0.1,0.9315016879118048,2.015351229760034,704
gru_hidden_256_layers_1,256,1,100,0.001,0.1,0.876733978833892,1.923914263469421,704
gru_hidden_128_layers_2,128,2,100,0.001,0.1,1.0018857706190003,2.1572248112140433,704
gru_hidden_256_layers_2,256,2,100,0.001,0.1,0.924303480839378,2.000715476926416,704
gru_hidden_128_layers_3,128,3,100,0.001,0.1,0.8729919499482176,1.8935206402318066,704
gru_hidden_256_layers_3,256,3,100,0.001,0.1,0.9433446707500314,2.016513174434129,704
