sample_idx,min_ade,min_fde,best_ade_k,best_fde_k,conf_ade,conf_fde,conf_k,conf_prob
577,0.07095798850059509,0.08805426955223083,1,1,0.07095798850059509,0.08805426955223083,1,0.999842643737793
2895,1.6643400192260742,4.868556976318359,5,5,1.6643400192260742,4.868556976318359,5,0.4156518280506134
2264,0.6576011776924133,1.9381805658340454,1,4,0.6576011776924133,3.936143636703491,1,0.8782300353050232
2472,0.10283773392438889,0.17675387859344482,1,1,0.10283773392438889,0.17675387859344482,1,0.9997472167015076
1372,0.09581389278173447,0.11182250827550888,1,1,0.09581389278173447,0.11182250827550888,1,0.9996260404586792
3101,0.08805424720048904,0.16376598179340363,1,1,0.08805424720048904,0.16376598179340363,1,0.9991583824157715
2559,0.09018319100141525,0.11338180303573608,1,1,0.09018319100141525,0.11338180303573608,1,0.9996867179870605
1470,0.11684123426675797,0.10754856467247009,1,1,0.11684123426675797,0.10754856467247009,1,0.9989804625511169
125,0.03686567768454552,0.05962106212973595,1,1,0.03686567768454552,0.05962106212973595,1,0.9960683584213257
1005,1.2484294176101685,2.464452028274536,1,1,1.2484294176101685,2.464452028274536,1,0.6639203429222107
3310,1.4102888107299805,3.186156749725342,3,3,1.4102888107299805,3.186156749725342,3,0.4189041256904602
2420,0.10190015286207199,0.11545595526695251,1,1,0.10190015286207199,0.11545595526695251,1,0.9993245601654053
3423,0.1946360021829605,0.22862006723880768,1,1,0.1946360021829605,0.22862006723880768,1,0.934600293636322
3012,0.021090617403388023,0.01758010871708393,1,1,0.021090617403388023,0.01758010871708393,1,0.9997108578681946
1870,0.8137965798377991,1.0743147134780884,5,5,0.8137965798377991,1.0743147134780884,5,0.9375554919242859
2256,0.20157480239868164,0.16689597070217133,1,1,0.20157480239868164,0.16689597070217133,1,0.9238131046295166
3207,0.13059528172016144,0.1441461443901062,1,1,0.13059528172016144,0.1441461443901062,1,0.9996688365936279
2787,0.06752964109182358,0.07766439020633698,1,1,0.06752964109182358,0.07766439020633698,1,0.9997667670249939
1947,0.3926672041416168,0.9556873440742493,1,1,2.757157325744629,6.747768878936768,4,0.7004953026771545
2834,0.16573061048984528,0.24450385570526123,1,1,0.16573061048984528,0.24450385570526123,1,0.9997615218162537
598,0.2580537497997284,0.3726353049278259,1,1,0.2580537497997284,0.3726353049278259,1,0.9994319081306458
1914,0.7429540753364563,2.766791820526123,5,5,0.7429540753364563,2.766791820526123,5,0.9634442329406738
2125,0.19935165345668793,0.2664077877998352,1,1,0.19935165345668793,0.2664077877998352,1,0.9996916055679321
601,0.2247180938720703,0.37202510237693787,1,1,0.2247180938720703,0.37202510237693787,1,0.9993871450424194
2297,0.06295599788427353,0.2286398857831955,1,1,0.06295599788427353,0.2286398857831955,1,0.9909635782241821
788,0.07590413838624954,0.10224176943302155,1,1,0.07590413838624954,0.10224176943302155,1,0.9994945526123047
818,2.810938596725464,6.9176859855651855,5,3,2.810938596725464,8.827727317810059,5,0.8019276261329651
1891,2.5864923000335693,4.485910892486572,0,0,2.5864923000335693,4.485910892486572,0,0.7740641832351685
3225,0.036473993211984634,0.06476806849241257,1,1,0.036473993211984634,0.06476806849241257,1,0.9964302182197571
532,0.09643927961587906,0.10876385122537613,1,1,0.09643927961587906,0.10876385122537613,1,0.9890907406806946
1512,0.12539823353290558,0.15011578798294067,1,1,0.12539823353290558,0.15011578798294067,1,0.9997583031654358
920,0.061649173498153687,0.10496409237384796,1,1,0.061649173498153687,0.10496409237384796,1,0.9955177903175354
1784,0.02314881421625614,0.04327765107154846,1,1,0.02314881421625614,0.04327765107154846,1,0.9996615648269653
2677,0.21592473983764648,0.1833813637495041,1,1,0.21592473983764648,0.1833813637495041,1,0.9929903745651245
1506,0.09620852023363113,0.057836588472127914,1,1,0.09620852023363113,0.057836588472127914,1,0.9997616410255432
2596,0.08476146310567856,0.0947493240237236,1,1,0.08476146310567856,0.0947493240237236,1,0.9755640625953674
486,0.0816892758011818,0.24704399704933167,1,1,0.0816892758011818,0.24704399704933167,1,0.9982241988182068
1297,0.7620260715484619,0.8636348843574524,5,5,0.7620260715484619,0.8636348843574524,5,0.9145918488502502
3347,0.11804252862930298,0.2186852991580963,1,1,0.11804252862930298,0.2186852991580963,1,0.9969093203544617
1257,0.13092578947544098,0.12875723838806152,1,1,0.13092578947544098,0.12875723838806152,1,0.9997753500938416
842,0.026164954528212547,0.02622397430241108,1,1,0.026164954528212547,0.02622397430241108,1,0.9992140531539917
1894,5.99395751953125,8.827198028564453,5,5,5.99395751953125,8.827198028564453,5,0.9691952466964722
2192,0.41232144832611084,0.4295993447303772,1,1,0.41232144832611084,0.4295993447303772,1,0.9997413754463196
317,0.03522106632590294,0.05857706442475319,1,1,0.03522106632590294,0.05857706442475319,1,0.9966488480567932
1255,0.24284185469150543,0.1891593337059021,1,1,0.24284185469150543,0.1891593337059021,1,0.9997579455375671
3007,0.04095659404993057,0.07909755408763885,1,1,0.04095659404993057,0.07909755408763885,1,0.9943248629570007
3162,0.03784608468413353,0.07325871288776398,1,1,0.03784608468413353,0.07325871288776398,1,0.9931348562240601
1605,0.08030494302511215,0.1452854871749878,1,1,0.08030494302511215,0.1452854871749878,1,0.9997203946113586
3059,0.07623126357793808,0.13396291434764862,1,1,0.07623126357793808,0.13396291434764862,1,0.9988219141960144
3196,0.040247902274131775,0.055647630244493484,1,1,0.040247902274131775,0.055647630244493484,1,0.9996559619903564
553,0.10368732362985611,0.07666173577308655,1,1,0.10368732362985611,0.07666173577308655,1,0.9723552465438843
1194,0.13348333537578583,0.11583447456359863,1,1,0.13348333537578583,0.11583447456359863,1,0.9991850256919861
2803,0.13124559819698334,0.12888263165950775,1,1,0.13124559819698334,0.12888263165950775,1,0.9993422627449036
648,0.15608859062194824,0.25543710589408875,1,1,0.15608859062194824,0.25543710589408875,1,0.9997900128364563
2783,0.05654914304614067,0.056045256555080414,1,1,0.05654914304614067,0.056045256555080414,1,0.9597275257110596
255,0.1980651617050171,0.3402070105075836,4,4,5.090983867645264,12.346942901611328,2,0.65330970287323
3122,2.455008029937744,6.557121276855469,5,5,2.455008029937744,6.557121276855469,5,0.7973687648773193
3172,0.046382080763578415,0.0712788850069046,1,1,0.046382080763578415,0.0712788850069046,1,0.9997941851615906
2204,0.09592299908399582,0.20780052244663239,1,1,0.09592299908399582,0.20780052244663239,1,0.9335953593254089
2196,0.17814163863658905,0.34821850061416626,1,1,0.17814163863658905,0.34821850061416626,1,0.9992790818214417
3402,3.1445319652557373,6.524837493896484,5,5,5.103848457336426,12.00586986541748,3,0.45408257842063904
2367,0.10035277158021927,0.09840074926614761,1,1,0.10035277158021927,0.09840074926614761,1,0.9996981620788574
1881,0.5777442455291748,0.5817142724990845,5,5,0.5777442455291748,0.5817142724990845,5,0.9385617971420288
2130,0.3093774616718292,0.40976855158805847,1,1,0.3093774616718292,0.40976855158805847,1,0.9994176626205444
1855,0.9621245265007019,1.2756316661834717,5,5,0.9621245265007019,1.2756316661834717,5,0.9789846539497375
1465,0.0831301212310791,0.07107234746217728,1,1,0.0831301212310791,0.07107234746217728,1,0.9992528557777405
2323,0.17074449360370636,0.2670442759990692,1,1,0.17074449360370636,0.2670442759990692,1,0.9990647435188293
2200,0.13347227871418,0.20650358498096466,1,1,0.13347227871418,0.20650358498096466,1,0.9407460689544678
2158,0.19491712749004364,0.2320348173379898,1,1,0.19491712749004364,0.2320348173379898,1,0.9997314810752869
1328,0.28929275274276733,0.475915789604187,1,1,0.28929275274276733,0.475915789604187,1,0.9988898634910583
1950,0.31774160265922546,0.24140910804271698,1,1,0.31774160265922546,0.24140910804271698,1,0.4832058250904083
3102,0.4153008759021759,0.456177681684494,1,1,0.4153008759021759,0.456177681684494,1,0.4228401780128479
1552,0.026093458756804466,0.03152263164520264,1,1,0.026093458756804466,0.03152263164520264,1,0.9996737241744995
981,0.09235256910324097,0.22824305295944214,1,1,0.09235256910324097,0.22824305295944214,1,0.9823054075241089
1709,0.02845037169754505,0.04150206968188286,1,1,0.02845037169754505,0.04150206968188286,1,0.9750667810440063
2777,0.08641902357339859,0.08554395288228989,1,1,0.08641902357339859,0.08554395288228989,1,0.9571744799613953
72,0.13284873962402344,0.20294420421123505,1,1,0.13284873962402344,0.20294420421123505,1,0.9997476935386658
974,0.15389491617679596,0.37004926800727844,1,1,0.15389491617679596,0.37004926800727844,1,0.9769561886787415
2789,0.03237089142203331,0.05393655225634575,1,1,0.03237089142203331,0.05393655225634575,1,0.9996606111526489
1311,0.023338818922638893,0.04376735910773277,1,1,0.023338818922638893,0.04376735910773277,1,0.9995335340499878
627,0.08721985667943954,0.11559027433395386,1,1,0.08721985667943954,0.11559027433395386,1,0.9948818683624268
3439,0.1831223964691162,0.41439417004585266,1,1,0.1831223964691162,0.41439417004585266,1,0.9465000033378601
1940,0.16488106548786163,0.12393532693386078,1,1,0.16488106548786163,0.12393532693386078,1,0.8268575668334961
2641,0.17247287929058075,0.23870661854743958,1,1,0.17247287929058075,0.23870661854743958,1,0.9874796271324158
742,1.1812063455581665,1.860152006149292,5,5,1.1812063455581665,1.860152006149292,5,0.6077224612236023
2391,0.04107057675719261,0.029203742742538452,1,1,0.04107057675719261,0.029203742742538452,1,0.9877260327339172
466,0.139082133769989,0.43448832631111145,1,1,0.139082133769989,0.43448832631111145,1,0.9996291399002075
1462,0.24519288539886475,0.3224569857120514,1,1,0.24519288539886475,0.3224569857120514,1,0.9906896352767944
1349,0.03440213203430176,0.024403076618909836,1,1,0.03440213203430176,0.024403076618909836,1,0.999679684638977
2445,0.1883896440267563,0.24494434893131256,1,1,0.1883896440267563,0.24494434893131256,1,0.9897368550300598
3088,1.3494391441345215,1.6168568134307861,4,4,13.339263916015625,29.465213775634766,5,0.45760345458984375
1146,0.07961973547935486,0.09780079126358032,1,1,0.07961973547935486,0.09780079126358032,1,0.9997808337211609
2157,0.06883940100669861,0.2276650071144104,1,1,0.06883940100669861,0.2276650071144104,1,0.9997249245643616
2191,0.10247451066970825,0.07036004215478897,1,1,0.10247451066970825,0.07036004215478897,1,0.9997437596321106
654,0.20244963467121124,0.5004923343658447,1,1,0.20244963467121124,0.5004923343658447,1,0.9896883368492126
942,4.118763446807861,4.588933944702148,1,1,4.118763446807861,4.588933944702148,1,0.3352019190788269
524,0.26270416378974915,0.49004703760147095,1,1,0.26270416378974915,0.49004703760147095,1,0.994001567363739
5,0.14110471308231354,0.4985866844654083,1,1,0.14110471308231354,0.4985866844654083,1,0.9973216652870178
2955,0.3809538781642914,0.8959881067276001,5,5,0.3809538781642914,0.8959881067276001,5,0.5803576111793518
2799,0.06378936022520065,0.1213257759809494,1,1,0.06378936022520065,0.1213257759809494,1,0.9974525570869446
1119,0.14464396238327026,0.22558963298797607,1,1,0.14464396238327026,0.22558963298797607,1,0.6688046455383301
3351,0.11005458235740662,0.10812581330537796,1,1,0.11005458235740662,0.10812581330537796,1,0.9965437054634094
445,0.2207525372505188,0.16845591366291046,1,1,0.2207525372505188,0.16845591366291046,1,0.9997898936271667
534,0.020312396809458733,0.022330230101943016,1,1,0.020312396809458733,0.022330230101943016,1,0.9992963075637817
112,0.03503816947340965,0.05775595083832741,1,1,0.03503816947340965,0.05775595083832741,1,0.9964632391929626
2865,0.037629179656505585,0.025538336485624313,1,1,0.037629179656505585,0.025538336485624313,1,0.9904087781906128
1879,1.3435004949569702,2.3991568088531494,5,5,1.3435004949569702,2.3991568088531494,5,0.9185640811920166
2497,0.17245566844940186,0.37492698431015015,1,1,0.17245566844940186,0.37492698431015015,1,0.9996832609176636
2646,0.03476649895310402,0.0135212866589427,1,1,0.03476649895310402,0.0135212866589427,1,0.9770116209983826
992,1.0661574602127075,0.8491883277893066,5,5,1.0661574602127075,0.8491883277893066,5,0.7013975381851196
233,1.3762894868850708,4.150729179382324,0,0,1.3762894868850708,4.150729179382324,0,0.9938911199569702
2564,0.0328584723174572,0.0870642438530922,1,1,0.0328584723174572,0.0870642438530922,1,0.9994292855262756
3413,1.4532262086868286,2.514866590499878,5,5,1.4532262086868286,2.514866590499878,5,0.8880220651626587
3166,0.07934293895959854,0.2566395103931427,1,1,0.07934293895959854,0.2566395103931427,1,0.9894627928733826
305,0.03522106632590294,0.05857706442475319,1,1,0.03522106632590294,0.05857706442475319,1,0.9966488480567932
267,0.03034570999443531,0.03910771384835243,1,1,0.03034570999443531,0.03910771384835243,1,0.9998635053634644
294,0.03621185943484306,0.058201633393764496,1,1,0.03621185943484306,0.058201633393764496,1,0.9961203336715698
3159,0.11788561940193176,0.04848187044262886,1,1,0.11788561940193176,0.04848187044262886,1,0.9980140924453735
2224,0.04136565327644348,0.06791882961988449,1,1,0.04136565327644348,0.06791882961988449,1,0.9947600960731506
1580,0.21109366416931152,0.3098505735397339,1,1,0.21109366416931152,0.3098505735397339,1,0.9996782541275024
3256,0.08100518584251404,0.09755866229534149,1,1,0.08100518584251404,0.09755866229534149,1,0.9996984004974365
2988,0.11088916659355164,0.020118139684200287,1,1,0.11088916659355164,0.020118139684200287,1,0.9931362867355347
3419,0.40438100695610046,0.28486570715904236,1,1,0.40438100695610046,0.28486570715904236,1,0.9039333462715149
2255,0.05944792553782463,0.05627482756972313,1,1,0.05944792553782463,0.05627482756972313,1,0.9997163414955139
