sample_idx,min_ade,min_fde,best_ade_k,best_fde_k,conf_ade,conf_fde,conf_k,conf_prob
577,0.13100534677505493,0.23192806541919708,0,0,0.13100534677505493,0.23192806541919708,0,0.9895498752593994
2895,2.4929680824279785,7.724032878875732,3,3,2.4929680824279785,7.724032878875732,3,0.8930376172065735
2264,0.6434864401817322,1.4688928127288818,0,2,0.6434864401817322,3.9941508769989014,0,0.43487006425857544
2472,0.11030351370573044,0.0901111364364624,0,0,0.11030351370573044,0.0901111364364624,0,0.8726152777671814
1372,0.10074957460165024,0.12074510008096695,0,0,0.10074957460165024,0.12074510008096695,0,0.9771344065666199
3101,0.07954859733581543,0.08537474274635315,2,2,0.07954859733581543,0.08537474274635315,2,0.6164878606796265
2559,0.06354477256536484,0.07893878221511841,0,0,0.06354477256536484,0.07893878221511841,0,0.9220175743103027
1470,0.11361261457204819,0.08726486563682556,0,0,0.11361261457204819,0.08726486563682556,0,0.9889630675315857
125,0.026786210015416145,0.04155895486474037,0,0,0.026786210015416145,0.04155895486474037,0,0.9968937635421753
1005,0.13891808688640594,0.2003035843372345,0,0,0.13891808688640594,0.2003035843372345,0,0.7603287100791931
3310,1.0955647230148315,1.2614697217941284,3,3,1.0955647230148315,1.2614697217941284,3,0.8562941551208496
2420,0.13516174256801605,0.057006772607564926,1,1,0.13516174256801605,0.057006772607564926,1,0.9696018099784851
3423,0.04527786374092102,0.010212949477136135,0,0,0.04527786374092102,0.010212949477136135,0,0.9578659534454346
3012,0.026399783790111542,0.007759420666843653,0,0,0.026399783790111542,0.007759420666843653,0,0.9977779984474182
1870,1.3633023500442505,2.0830373764038086,3,3,1.3633023500442505,2.0830373764038086,3,0.930452823638916
2256,0.13879354298114777,0.14291927218437195,5,0,0.15546758472919464,0.14291927218437195,0,0.5685619711875916
3207,0.18749599158763885,0.21798652410507202,0,0,0.18749599158763885,0.21798652410507202,0,0.9987167119979858
2787,0.11892535537481308,0.13412714004516602,0,0,0.11892535537481308,0.13412714004516602,0,0.6530123949050903
1947,0.04950244352221489,0.06166766956448555,0,0,4.265621662139893,10.644060134887695,5,0.37870097160339355
2834,0.09449972957372665,0.17273373901844025,0,0,0.09449972957372665,0.17273373901844025,0,0.7758302688598633
598,0.24000877141952515,0.33385688066482544,5,5,0.2995676100254059,0.4370650053024292,0,0.996527373790741
1914,1.2858929634094238,3.9665253162384033,3,3,1.2858929634094238,3.9665253162384033,3,0.9916009902954102
2125,0.11054549366235733,0.20560500025749207,0,0,0.11054549366235733,0.20560500025749207,0,0.997090220451355
601,0.26199647784233093,0.38451406359672546,0,5,0.26199647784233093,0.43182405829429626,0,0.9970821738243103
2297,0.0346476212143898,0.18630170822143555,0,0,0.0346476212143898,0.18630170822143555,0,0.9519894123077393
788,0.05080713331699371,0.0658702403306961,0,0,0.05080713331699371,0.0658702403306961,0,0.988961398601532
818,4.117321014404297,3.6540846824645996,3,3,4.117321014404297,3.6540846824645996,3,0.9371576905250549
1891,2.8722219467163086,6.175665855407715,3,3,5.736423015594482,16.23493003845215,1,0.3932247757911682
3225,0.02916204184293747,0.03684711083769798,0,0,0.02916204184293747,0.03684711083769798,0,0.9967678785324097
532,0.0633779987692833,0.047918085008859634,0,0,0.0633779987692833,0.047918085008859634,0,0.6205742359161377
1512,0.1274939626455307,0.2053927630186081,0,0,0.1274939626455307,0.2053927630186081,0,0.9913431406021118
920,0.027121083810925484,0.037968989461660385,0,0,0.027121083810925484,0.037968989461660385,0,0.9845534563064575
1784,0.038222216069698334,0.056150007992982864,0,0,0.038222216069698334,0.056150007992982864,0,0.9987448453903198
2677,0.12732090055942535,0.1747715026140213,2,2,0.12732090055942535,0.1747715026140213,2,0.7619094252586365
1506,0.11158066987991333,0.12650562822818756,0,0,0.11158066987991333,0.12650562822818756,0,0.9908418655395508
2596,0.10496604442596436,0.11717440187931061,1,0,0.10853757709264755,0.11717440187931061,0,0.7267045974731445
486,0.06663647294044495,0.22255150973796844,0,0,0.06663647294044495,0.22255150973796844,0,0.9983084201812744
1297,0.999599277973175,0.7854164242744446,3,3,0.999599277973175,0.7854164242744446,3,0.7984876036643982
