sample_idx,min_ade,min_fde,best_ade_k,best_fde_k,conf_ade,conf_fde,conf_k,conf_prob
577,0.14609824120998383,0.23908200860023499,4,4,0.14609824120998383,0.23908200860023499,4,0.9658401012420654
2895,1.9233375787734985,5.905155658721924,1,1,7.295234680175781,17.455272674560547,2,0.447216272354126
2264,0.5990467667579651,0.5600481629371643,3,1,0.6526542901992798,4.0112762451171875,4,0.4693525731563568
2472,0.06928957253694534,0.0720309242606163,4,4,0.06928957253694534,0.0720309242606163,4,0.7357468605041504
1372,0.08514987677335739,0.10697649419307709,4,4,0.08514987677335739,0.10697649419307709,4,0.9051164984703064
3101,0.10988574475049973,0.23000949621200562,5,5,0.10988574475049973,0.23000949621200562,5,0.8965858817100525
2559,0.08217174559831619,0.08200978487730026,4,4,0.08217174559831619,0.08200978487730026,4,0.832733690738678
1470,0.11019892245531082,0.0335877351462841,5,5,0.12849755585193634,0.06472450494766235,4,0.9025796055793762
125,0.03397006914019585,0.013454596512019634,4,4,0.03397006914019585,0.013454596512019634,4,0.997867226600647
1005,0.2463146299123764,0.26233622431755066,4,4,0.2463146299123764,0.26233622431755066,4,0.6524978280067444
3310,1.3286961317062378,2.5945534706115723,1,1,1.3286961317062378,2.5945534706115723,1,0.8489668965339661
2420,0.12835244834423065,0.14057064056396484,5,5,0.12835244834423065,0.14057064056396484,5,0.9442973732948303
3423,0.14443998038768768,0.25222697854042053,4,4,0.14443998038768768,0.25222697854042053,4,0.971422553062439
3012,0.020714543759822845,0.008347220718860626,4,4,0.020714543759822845,0.008347220718860626,4,0.9970152378082275
1870,0.8717405200004578,1.2343209981918335,1,1,0.8717405200004578,1.2343209981918335,1,0.933960497379303
2256,0.13246650993824005,0.11796335875988007,5,5,0.2358561009168625,0.20275433361530304,4,0.6923608183860779
3207,0.16869191825389862,0.32049742341041565,4,4,0.16869191825389862,0.32049742341041565,4,0.9639264941215515
2787,0.04219804331660271,0.044349271804094315,5,5,0.23763048648834229,0.3119252026081085,4,0.5261721014976501
1947,0.24062897264957428,0.4661576449871063,4,4,2.358384609222412,5.724495887756348,5,0.46896398067474365
2834,0.11152070760726929,0.1562541127204895,4,4,0.1669062227010727,0.17727701365947723,5,0.6005759239196777
598,0.20326732099056244,0.32079562544822693,5,5,0.3169655501842499,0.47047939896583557,4,0.8915756344795227
1914,0.7971304059028625,3.6345937252044678,1,1,0.7971304059028625,3.6345937252044678,1,0.9888577461242676
2125,0.05611797794699669,0.1009661853313446,5,5,0.20657019317150116,0.3287566006183624,4,0.7469611167907715
601,0.190993532538414,0.3182365298271179,5,5,0.28074580430984497,0.4669639468193054,4,0.8973580598831177
2297,0.0536666214466095,0.19619666039943695,4,4,0.0536666214466095,0.19619666039943695,4,0.9793422818183899
788,0.060299914330244064,0.09783969074487686,4,4,0.060299914330244064,0.09783969074487686,4,0.9968065023422241
818,2.5079376697540283,3.736271858215332,2,2,6.731288433074951,16.153738021850586,1,0.642404317855835
1891,1.9091354608535767,4.237314224243164,2,2,6.937154293060303,18.704975128173828,4,0.4075080156326294
3225,0.036767587065696716,0.027250323444604874,4,4,0.036767587065696716,0.027250323444604874,4,0.9957969188690186
532,0.08904054760932922,0.18139927089214325,4,4,0.08904054760932922,0.18139927089214325,4,0.9825890064239502
1512,0.1686960607767105,0.21693237125873566,4,4,0.1686960607767105,0.21693237125873566,4,0.9717730283737183
920,0.03578362241387367,0.06336645036935806,4,4,0.03578362241387367,0.06336645036935806,4,0.9954718351364136
1784,0.04018915817141533,0.09420230984687805,4,4,0.04018915817141533,0.09420230984687805,4,0.9996071457862854
2677,0.15034383535385132,0.16904713213443756,4,4,0.15034383535385132,0.16904713213443756,4,0.8734645843505859
1506,0.11702997237443924,0.11801468580961227,4,4,0.11702997237443924,0.11801468580961227,4,0.9781662225723267
2596,0.10787516087293625,0.1376969963312149,4,4,0.10787516087293625,0.1376969963312149,4,0.922062873840332
486,0.06780271977186203,0.21160078048706055,4,4,0.06780271977186203,0.21160078048706055,4,0.9951451420783997
