sample_idx,min_ade,min_fde,best_ade_k,best_fde_k,conf_ade,conf_fde,conf_k,conf_prob
577,0.12248194962739944,0.2390173226594925,2,2,0.12248194962739944,0.2390173226594925,2,0.9999462366104126
2895,1.6154178380966187,4.399107933044434,0,0,1.6154178380966187,4.399107933044434,0,0.9073519110679626
2264,0.2947154641151428,0.6824719309806824,1,1,0.700329601764679,3.804112672805786,2,0.9986833930015564
2472,0.15079565346240997,0.18614737689495087,2,2,0.15079565346240997,0.18614737689495087,2,0.6626741290092468
1372,0.09863945841789246,0.12335603684186935,2,2,0.09863945841789246,0.12335603684186935,2,0.8481823205947876
3101,0.06408505886793137,0.08401010930538177,2,2,0.06408505886793137,0.08401010930538177,2,0.9998809099197388
2559,0.07080864906311035,0.09188666939735413,2,2,0.07080864906311035,0.09188666939735413,2,0.7922142148017883
1470,0.14340795576572418,0.18904584646224976,2,2,0.14340795576572418,0.18904584646224976,2,0.9999743700027466
125,0.04373951256275177,0.07643276453018188,2,2,0.04373951256275177,0.07643276453018188,2,0.9998165965080261
1005,1.1500718593597412,1.9318116903305054,2,2,1.1500718593597412,1.9318116903305054,2,0.6734200716018677
3310,0.4501977860927582,0.8904228210449219,0,0,0.4501977860927582,0.8904228210449219,0,0.9603725075721741
2420,0.11257311701774597,0.08672712743282318,2,2,0.11257311701774597,0.08672712743282318,2,0.9977553486824036
3423,0.03996600955724716,0.05710086226463318,2,2,0.03996600955724716,0.05710086226463318,2,0.9988897442817688
3012,0.03252444788813591,0.02921096235513687,2,2,0.03252444788813591,0.02921096235513687,2,0.9999091625213623
1870,0.6257849335670471,0.6308127641677856,0,0,0.6257849335670471,0.6308127641677856,0,0.9700360894203186
2256,0.11490881443023682,0.05256790667772293,2,2,0.11490881443023682,0.05256790667772293,2,0.999803364276886
3207,0.09743943810462952,0.15097150206565857,2,2,0.09743943810462952,0.15097150206565857,2,0.9997422099113464
2787,0.0915508046746254,0.11771063506603241,2,2,0.0915508046746254,0.11771063506603241,2,0.6481629014015198
1947,0.21437858045101166,0.6294183135032654,2,2,0.21437858045101166,0.6294183135032654,2,0.88514244556427
2834,0.06804495304822922,0.13564716279506683,1,1,0.19649772346019745,0.2571505010128021,2,0.7022100687026978
598,0.2820371687412262,0.4332088232040405,2,2,0.2820371687412262,0.4332088232040405,2,0.7438698410987854
1914,0.6286664605140686,2.803096294403076,0,0,0.6286664605140686,2.803096294403076,0,0.9983502626419067
2125,0.09336739033460617,0.22063729166984558,2,2,0.09336739033460617,0.22063729166984558,2,0.7377171516418457
601,0.25407060980796814,0.4321925640106201,2,2,0.25407060980796814,0.4321925640106201,2,0.7494977116584778
2297,0.05135935917496681,0.19779746234416962,2,2,0.05135935917496681,0.19779746234416962,2,0.9998537302017212
788,0.03353310003876686,0.06148828566074371,2,2,0.03353310003876686,0.06148828566074371,2,0.9999600648880005
818,3.6409809589385986,5.631850242614746,4,4,3.6409809589385986,5.631850242614746,4,0.771776020526886
1891,1.4225258827209473,2.944281816482544,4,0,1.8006237745285034,2.944281816482544,0,0.5772686004638672
3225,0.03329543396830559,0.059469711035490036,2,2,0.03329543396830559,0.059469711035490036,2,0.9995937943458557
532,0.18977482616901398,0.32520490884780884,2,2,0.18977482616901398,0.32520490884780884,2,0.9994589686393738
1512,0.10345318168401718,0.17832013964653015,2,2,0.10345318168401718,0.17832013964653015,2,0.9999057054519653
920,0.026973994448781013,0.05689806863665581,2,2,0.026973994448781013,0.05689806863665581,2,0.9998852014541626
1784,0.03667224571108818,0.029932796955108643,2,2,0.03667224571108818,0.029932796955108643,2,0.9998687505722046
2677,0.15219615399837494,0.06105142459273338,2,2,0.15219615399837494,0.06105142459273338,2,0.8468989133834839
1506,0.0712999776005745,0.11047332733869553,2,2,0.0712999776005745,0.11047332733869553,2,0.9999080896377563
2596,0.1257362812757492,0.14389736950397491,2,2,0.1257362812757492,0.14389736950397491,2,0.9998425245285034
486,0.054995346814394,0.17782030999660492,2,2,0.054995346814394,0.17782030999660492,2,0.999916672706604
1297,0.29972097277641296,0.5238410830497742,0,0,0.29972097277641296,0.5238410830497742,0,0.9571062922477722
3347,0.1358974128961563,0.2806157171726227,2,2,0.1358974128961563,0.2806157171726227,2,0.9998794794082642
1257,0.17101730406284332,0.19982050359249115,2,2,0.17101730406284332,0.19982050359249115,2,0.9999111890792847
842,0.0326961912214756,0.04802890494465828,2,2,0.0326961912214756,0.04802890494465828,2,0.9998925924301147
1894,2.538560628890991,3.559434175491333,0,0,2.538560628890991,3.559434175491333,0,0.9911124110221863
2192,0.29810190200805664,0.3353966474533081,1,1,0.36880752444267273,0.4466857612133026,2,0.8248282670974731
317,0.03654482588171959,0.061276406049728394,2,2,0.03654482588171959,0.061276406049728394,2,0.999817430973053
1255,0.15013571083545685,0.11967790871858597,2,2,0.15013571083545685,0.11967790871858597,2,0.9998705387115479
3007,0.08391431719064713,0.1765032559633255,2,2,0.08391431719064713,0.1765032559633255,2,0.9998366832733154
3162,0.06641247123479843,0.12410172075033188,2,2,0.06641247123479843,0.12410172075033188,2,0.9998466968536377
1605,0.04406961426138878,0.019673122093081474,2,2,0.04406961426138878,0.019673122093081474,2,0.9999253749847412
3059,0.07433486729860306,0.05766945332288742,2,2,0.07433486729860306,0.05766945332288742,2,0.9992984533309937
3196,0.0445205457508564,0.05202316865324974,2,2,0.0445205457508564,0.05202316865324974,2,0.9998799562454224
553,0.07425910979509354,0.2050093412399292,2,2,0.07425910979509354,0.2050093412399292,2,0.9654406905174255
1194,0.10198631882667542,0.07071858644485474,2,2,0.10198631882667542,0.07071858644485474,2,0.9999459981918335
2803,0.11448702961206436,0.1014084443449974,1,1,0.500159502029419,0.5895414352416992,2,0.5660533905029297
648,0.18129993975162506,0.2698705196380615,2,2,0.18129993975162506,0.2698705196380615,2,0.9999327659606934
2783,0.04773706570267677,0.08976105600595474,2,2,0.04773706570267677,0.08976105600595474,2,0.9998582601547241
255,0.527087390422821,0.2985798120498657,3,3,0.527087390422821,0.2985798120498657,3,0.9664387106895447
3122,3.368597984313965,7.68581485748291,0,0,3.368597984313965,7.68581485748291,0,0.9807995557785034
3172,0.027992548421025276,0.06493149697780609,2,2,0.027992548421025276,0.06493149697780609,2,0.9998700618743896
2204,0.06467660516500473,0.14767663180828094,2,2,0.06467660516500473,0.14767663180828094,2,0.9998229146003723
2196,0.13262422382831573,0.24973347783088684,2,2,0.13262422382831573,0.24973347783088684,2,0.9960193037986755
3402,2.238301992416382,4.691092014312744,0,0,2.238301992416382,4.691092014312744,0,0.9598562717437744
2367,0.13117294013500214,0.11743028461933136,1,2,0.14660972356796265,0.11743028461933136,2,0.6791331171989441
1881,0.6548381447792053,1.1019994020462036,0,0,0.6548381447792053,1.1019994020462036,0,0.9808070063591003
2130,0.11919030547142029,0.2519451081752777,2,2,0.11919030547142029,0.2519451081752777,2,0.6993991732597351
1855,0.6369552612304688,1.2352333068847656,0,0,0.6369552612304688,1.2352333068847656,0,0.9955423474311829
1465,0.13713516294956207,0.21084162592887878,2,2,0.13713516294956207,0.21084162592887878,2,0.9999630451202393
2323,0.21509616076946259,0.3573099970817566,2,2,0.21509616076946259,0.3573099970817566,2,0.6929482221603394
2200,0.15245504677295685,0.21540799736976624,2,2,0.15245504677295685,0.21540799736976624,2,0.9998289346694946
2158,0.19056473672389984,0.19859996438026428,1,1,0.2150091528892517,0.269909143447876,2,0.7701594233512878
1328,0.3406563997268677,0.4978584051132202,1,1,0.4085679054260254,0.5957638025283813,2,0.8375806212425232
1950,0.046443402767181396,0.08361946046352386,2,2,0.046443402767181396,0.08361946046352386,2,0.7579242587089539
3102,0.3012096583843231,0.44226258993148804,2,2,1.6475833654403687,1.9668877124786377,1,0.7356680631637573
1552,0.02620634250342846,0.03368629142642021,2,2,0.02620634250342846,0.03368629142642021,2,0.8789235353469849
981,0.09314864128828049,0.16498956084251404,2,2,0.09314864128828049,0.16498956084251404,2,0.9984797835350037
1709,0.03773077577352524,0.08216109871864319,2,2,0.03773077577352524,0.08216109871864319,2,0.9997723698616028
2777,0.08644919842481613,0.08460605144500732,2,2,0.08644919842481613,0.08460605144500732,2,0.9998573064804077
72,0.13587628304958344,0.15600906312465668,2,2,0.13587628304958344,0.15600906312465668,2,0.9997181296348572
974,0.13507016003131866,0.23124118149280548,2,2,0.13507016003131866,0.23124118149280548,2,0.9977554678916931
2789,0.08938679844141006,0.1583905965089798,2,2,0.08938679844141006,0.1583905965089798,2,0.6639650464057922
1311,0.0531647615134716,0.08558449894189835,2,2,0.0531647615134716,0.08558449894189835,2,0.9999456405639648
627,0.04204292222857475,0.07253116369247437,2,2,0.04204292222857475,0.07253116369247437,2,0.9990524649620056
3439,0.3398003876209259,0.7485513687133789,2,2,0.3398003876209259,0.7485513687133789,2,0.6923673748970032
1940,0.11652394384145737,0.23639675974845886,2,2,0.11652394384145737,0.23639675974845886,2,0.9883687496185303
2641,0.29480352997779846,0.36840081214904785,2,2,0.29480352997779846,0.36840081214904785,2,0.9998290538787842
742,1.9861329793930054,3.3038973808288574,0,0,1.9861329793930054,3.3038973808288574,0,0.9455543160438538
2391,0.030541017651557922,0.04342134669423103,2,2,0.030541017651557922,0.04342134669423103,2,0.9998610019683838
466,0.14588084816932678,0.3889366388320923,2,2,0.14588084816932678,0.3889366388320923,2,0.9997875094413757
1462,0.1947638839483261,0.27627843618392944,2,2,0.1947638839483261,0.27627843618392944,2,0.9998859167098999
1349,0.056216031312942505,0.1116979643702507,2,2,0.056216031312942505,0.1116979643702507,2,0.999941349029541
2445,0.1529138684272766,0.21582093834877014,2,2,0.1529138684272766,0.21582093834877014,2,0.9998582601547241
3088,0.8291259407997131,0.9028963446617126,1,1,16.315696716308594,35.41371154785156,0,0.7998396754264832
1146,0.08209726959466934,0.0673346295952797,2,2,0.08209726959466934,0.0673346295952797,2,0.9999510049819946
2157,0.11906698346138,0.20150886476039886,2,1,0.11906698346138,0.2512911260128021,2,0.6795523762702942
2191,0.08466153591871262,0.12100329250097275,2,2,0.08466153591871262,0.12100329250097275,2,0.71830815076828
654,0.12329625338315964,0.16531282663345337,2,2,0.12329625338315964,0.16531282663345337,2,0.9969826340675354
942,1.7513035535812378,1.416693925857544,1,2,9.833357810974121,16.572383880615234,4,0.5472025275230408
524,0.11705896258354187,0.11444633454084396,2,2,0.11705896258354187,0.11444633454084396,2,0.9998691082000732
5,0.10061875730752945,0.4042383134365082,2,2,0.10061875730752945,0.4042383134365082,2,0.9999110698699951
2955,0.4530586004257202,1.1916295289993286,0,0,0.4530586004257202,1.1916295289993286,0,0.9075971245765686
2799,0.1162746325135231,0.18616631627082825,2,2,0.1162746325135231,0.18616631627082825,2,0.657348096370697
1119,0.12596021592617035,0.11663242429494858,2,2,0.12596021592617035,0.11663242429494858,2,0.9988759160041809
3351,0.1213274896144867,0.15777170658111572,2,2,0.1213274896144867,0.15777170658111572,2,0.9998806715011597
445,0.2306540459394455,0.16370001435279846,2,2,0.2306540459394455,0.16370001435279846,2,0.9999361038208008
534,0.03152729570865631,0.04889170080423355,2,2,0.03152729570865631,0.04889170080423355,2,0.9999549388885498
112,0.0463993139564991,0.08142834901809692,2,2,0.0463993139564991,0.08142834901809692,2,0.9998148083686829
2865,0.02650880254805088,0.03739407658576965,2,2,0.02650880254805088,0.03739407658576965,2,0.9998633861541748
1879,0.8487014174461365,1.9126741886138916,0,0,0.8487014174461365,1.9126741886138916,0,0.9833123087882996
