method,hidden_dim,num_layers,epochs,lr,dropout,ade,fde,num_samples
lstm_hidden_64_layers_1,64,1,100,0.001,0.1,0.9439738576051737,2.056215047418556,704
lstm_hidden_128_layers_1,128,1,100,0.001,0.1,0.8884831092423568,1.9431166776154318,704
lstm_hidden_256_layers_1,256,1,100,0.001,0.1,0.9195051130346573,1.9920801096463534,704
lstm_hidden_128_layers_2,128,2,100,0.001,0.1,0.858370849858726,1.8613973188905881,704
lstm_hidden_256_layers_2,256,2,100,0.001,0.1,0.9200198797585802,2.011150013539009,704
lstm_hidden_128_layers_3,128,3,100,0.001,0.1,0.8648231937576466,1.8652316953613826,704
lstm_hidden_256_layers_3,256,3,100,0.001,0.1,0.9228206545178016,2.010697702468447,704
