method,hidden_dim,num_layers,epochs,lr,dropout,ade,fde,num_samples
lstm_hidden_64_layers_1,64,1,100,0.001,0.1,0.776243861031782,1.6151462065436961,704
lstm_hidden_128_layers_1,128,1,100,0.001,0.1,0.7580255424916025,1.5462550614009325,704
lstm_hidden_256_layers_1,256,1,100,0.001,0.1,0.7119049101264946,1.4615775455617537,704
lstm_hidden_128_layers_2,128,2,100,0.001,0.1,0.6458235487106404,1.2987181470224725,704
lstm_hidden_256_layers_2,256,2,100,0.001,0.1,0.6292839719376802,1.2779701861165285,704
lstm_hidden_128_layers_3,128,3,100,0.001,0.1,0.6452721324001852,1.3107082325826591,704
lstm_hidden_256_layers_3,256,3,100,0.001,0.1,0.6432572108923605,1.334062929473558,704
