feature_set,model_group,method,horizon_path,horizon_field,error,horizon_seconds
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_4p0s,1.1549119526316645,4.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_4p5s,1.37292624467624,4.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_5p0s,1.5986676246075977,5.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_5p5s,1.8379017355817435,5.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_6p0s,2.0930831980923275,6.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_0p5s,0.1250173754332618,0.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_1p0s,0.2480819820954242,1.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_1p5s,0.376751861970578,1.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_2p0s,0.5267249079333851,2.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_2p5s,0.6990839165656243,2.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_3p0s,0.8858238242464722,3.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_3p5s,1.0865083743281667,3.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_4p0s,1.2996132589583298,4.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_4p5s,1.5343466058118131,4.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_5p0s,1.7927833620315967,5.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_5p5s,2.07387495465148,5.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,err_6p0s,2.3754121004074644,6.0
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_0p5s,0.0864957969742218,0.5
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_1p0s,0.1978176871074207,1.0
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_1p5s,0.3377460088714459,1.5
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_2p0s,0.4959986476050372,2.0
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_2p5s,0.6823496397132245,2.5
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_3p0s,0.8917836084901037,3.0
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_3p5s,1.123012233546681,3.5
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_4p0s,1.3762279004652307,4.0
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_4p5s,1.660602783155892,4.5
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_5p0s,1.9600851192788635,5.0
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_5p5s,2.273519187734399,5.5
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_6p0s,2.6140753069088203,6.0
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_0p5s,0.0863820584908849,0.5
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_1p0s,0.1988760991829291,1.0
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_1p5s,0.3391677516238732,1.5
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_2p0s,0.4993969582435305,2.0
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_2p5s,0.6879370753459543,2.5
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_3p0s,0.8984045122765978,3.0
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_3p5s,1.1315014104290062,3.5
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_4p0s,1.386628345525506,4.0
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_4p5s,1.6740952915120446,4.5
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_5p0s,1.977210057651973,5.0
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_5p5s,2.293566473705472,5.5
motion_yaw,linear_regression,ridge_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,err_6p0s,2.637188413820695,6.0
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_0p5s,0.1200904002215049,0.5
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_1p0s,0.2270554436118717,1.0
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_1p5s,0.3546967318616225,1.5
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_2p0s,0.4878497202923675,2.0
