feature_set,model_group,method,horizon_path,plots_root,horizon_field,mean_error,time_sec
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.6230926699142959,2.0
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.8298652010766587,2.5
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,1.0553904312405806,3.0
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,1.305474393749302,3.5
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.5744759929005918,4.0
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.8653851888877648,4.5
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,2.168685438442398,5.0
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,2.4972499739553977,5.5
motion_yaw,constant_velocity,constant_velocity_smoothed,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.847668970837152,6.0
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1103633112156372,0.5
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.220430820290527,1.0
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3350934368003932,1.5
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.470173711521387,2.0
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.6175414581693158,2.5
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7746412502972155,3.0
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.9378528185202,3.5
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.112233723701634,4.0
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.30851110225591,4.5
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.5220373916851135,5.0
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.7537898937741625,5.5
motion_yaw,gru,gru_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.015351229760034,6.0
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1330838256336309,0.5
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2496555019527229,1.0
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3717857513263218,1.5
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.5045386471822646,2.0
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.6563508879480651,2.5
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.8208935607439013,3.0
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.999271838159819,3.5
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.19829470363435,4.0
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.4040536088882205,4.5
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.6410814972048022,5.0
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.8863947488425763,5.5
motion_yaw,gru,gru_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.1572248112140437,6.0
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1108455324695321,0.5
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2117808739514492,1.0
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.322176990697368,1.5
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4428000068053899,2.0
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.5735940782277876,2.5
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7193137356311623,3.0
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.8695011391623253,3.5
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.0348765432592535,4.0
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.225813686614856,4.5
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.4255632026812568,5.0
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.6461169958873307,5.5
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,1.8935206402318063,6.0
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1002986777564894,0.5
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.1931298346025869,1.0
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3101406096565453,1.5
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4299435458960943,2.0
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.5656054651428183,2.5
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7180460244714844,3.0
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.8782582701453727,3.5
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.0492592487855952,4.0
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.2362377894215486,4.5
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.443543340165475,5.0
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.6724306876421906,5.5
motion_yaw,gru,gru_hidden_256_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,1.923914263469421,6.0
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1189858720423547,0.5
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2201577074903815,1.0
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3387334649332016,1.5
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4640138269559512,2.0
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.6015666067012883,2.5
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7515822438535079,3.0
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.9208571494203748,3.5
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.1016571620870803,4.0
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.307474469480274,4.5
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.5183909334882628,5.0
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.747506910548757,5.5
motion_yaw,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.000715476926416,6.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1293026564212182,0.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.237428232096797,1.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3528079371184999,1.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4872677815384866,2.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.6288841147536666,2.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.783645125432403,3.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.943457785637954,3.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.120109099197593,4.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.3220792949234073,4.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.531745318777129,5.0
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.766895488790231,5.5
motion_yaw,gru,gru_hidden_256_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.016513174434129,6.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1084118371358768,0.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2153313769882846,1.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3333029208406928,1.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4677378449854256,2.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.604849216904933,2.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7692952392282512,3.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.951342218367658,3.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.1480939578935,4.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.3672648362004445,4.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.60119571118478,5.0
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.8620091841691069,5.5
motion_yaw,gru,gru_hidden_64_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.1394111632649917,6.0
